0.16482900	55.00000000	19062.93937994	2221.47347400
0.16582900	55.00000000	19044.51245695	2219.35734820
0.16682900	55.00000000	19026.08553395	2217.24122240
0.16782900	55.00000000	19007.65861096	2215.12509660
0.16882900	55.00000000	18989.23168796	2213.00897080
0.16982900	55.00000000	18970.80476497	2210.89284500
0.17082900	55.00000000	18952.37784198	2208.77671920
0.17182900	55.00000000	18933.95091898	2206.66059340
0.17282900	55.00000000	18915.52399599	2204.54446760
0.17382900	55.00000000	18897.09707299	2202.42834180
0.17482900	55.00000000	18878.67015000	2200.31221600
0.17582900	55.00000000	18860.24322701	2198.19609020
0.17682900	55.00000000	18841.81630401	2196.07996440
0.17782900	55.00000000	18823.38938102	2193.96383860
0.17882900	55.00000000	18804.96245802	2191.84771280
0.17982900	55.00000000	18786.53553503	2189.73158700
0.18082900	55.00000000	18768.10861204	2187.61546120
0.18182900	55.00000000	18749.68168904	2185.49933540
0.18282900	55.00000000	18731.25476605	2183.38320960
0.18382900	55.00000000	18712.82784305	2181.26708380
0.18482900	55.00000000	18694.40092006	2179.15095800
0.18582900	55.00000000	18675.97399707	2177.03483220
0.18682900	55.00000000	18657.54707407	2174.91870640
0.18782900	55.00000000	18639.12015108	2172.80258060
0.18882900	55.00000000	18620.69322808	2170.68645480
0.18982900	55.00000000	18602.26630509	2168.57032900
0.19082900	55.00000000	18583.83938210	2166.45420320
0.19182900	55.00000000	18565.41245910	2164.33807740
0.19282900	55.00000000	18546.98553611	2162.22195160
0.19382900	55.00000000	18528.55861312	2160.10582580
0.19482900	55.00000000	18510.13169012	2157.98970000
0.19582900	55.00000000	18491.70476713	2155.87357420
0.19682900	55.00000000	18473.27784413	2153.75744840
0.19782900	55.00000000	18454.85092114	2151.64132260
0.19882900	55.00000000	18436.42399815	2149.52519680
0.19982900	55.00000000	18417.99707515	2147.40907100
0.20082900	55.00000000	18399.57015216	2145.29294520
0.20182900	55.00000000	18381.14322916	2143.17681940
0.20282900	55.00000000	18362.71630617	2141.06069360
0.20382900	55.00000000	18344.28938318	2138.94456780
0.20482900	55.00000000	18325.86246018	2136.82844200
0.20582900	55.00000000	18307.43553719	2134.71231620
0.20682900	55.00000000	18289.00861419	2132.59619040
0.20782900	55.00000000	18270.58169120	2130.48006460
0.20882900	55.00000000	18252.15476821	2128.36393880
0.20982900	55.00000000	18233.72784521	2126.24781300
0.21082900	55.00000000	18215.30092222	2124.13168720
0.21182900	55.00000000	18196.87399922	2122.01556140
0.21282900	55.00000000	18178.44707623	2119.89943560
0.21382900	55.00000000	18160.02015324	2117.78330980
0.21482900	55.00000000	18141.59323024	2115.66718400
0.21582900	55.00000000	18123.16630725	2113.55105820
0.21682900	55.00000000	18104.73938425	2111.43493240
0.21782900	55.00000000	18086.31246126	2109.31880660
0.21882900	55.00000000	18067.88553827	2107.20268080
0.21982900	55.00000000	18049.45861527	2105.08655500
0.22082900	55.00000000	18031.03169228	2102.97042920
0.22182900	55.00000000	18012.60476928	2100.85430340
0.22282900	55.00000000	17994.17784629	2098.73817760
0.22382900	55.00000000	17975.75092330	2096.62205180
0.22482900	55.00000000	17957.32400030	2094.50592600
0.22582900	55.00000000	17938.89707731	2092.38980020
0.22682900	55.00000000	17920.47015432	2090.27367440
0.22782900	55.00000000	17902.04323132	2088.15754860
0.22882900	55.00000000	17883.61630833	2086.04142280
0.22982900	55.00000000	17865.18938533	2083.92529700
0.23082900	55.00000000	17846.76246234	2081.80917120
0.23182900	55.00000000	17828.33553935	2079.69304540
0.23282900	55.00000000	17809.90861635	2077.57691960
0.23382900	55.00000000	17791.48169336	2075.46079380
0.23482900	55.00000000	17773.05477036	2073.34466800
0.23582900	55.00000000	17754.62784737	2071.22854220
0.23682900	55.00000000	17736.20092438	2069.11241640
0.23782900	55.00000000	17717.77400138	2066.99629060
0.23882900	55.00000000	17699.34707839	2064.88016480
0.23982900	55.00000000	17680.92015539	2062.76403900
0.24082900	55.00000000	17662.49323240	2060.64791320
0.24182900	55.00000000	17644.06630941	2058.53178740
0.24282900	55.00000000	17625.63938641	2056.41566160
0.24382900	55.00000000	17607.21246342	2054.29953580
0.24482900	55.00000000	17588.78554042	2052.18341000
0.24582900	55.00000000	17570.35861743	2050.06728420
0.24682900	55.00000000	17551.93169444	2047.95115840
0.24782900	55.00000000	17533.50477144	2045.83503260
0.24882900	55.00000000	17515.07784845	2043.71890680
0.24982900	55.00000000	17496.65092545	2041.60278100
0.25082900	55.00000000	17478.22400246	2039.48665520
0.25182900	55.00000000	17459.79707947	2037.37052940
0.25282900	55.00000000	17441.37015647	2035.25440360
0.25382900	55.00000000	17422.94323348	2033.13827780
0.25482900	55.00000000	17404.51631048	2031.02215200
0.25582900	55.00000000	17386.08938749	2028.90602620
0.25682900	55.00000000	17367.66246450	2026.78990040
0.25782900	55.00000000	17349.23554150	2024.67377460
0.25882900	55.00000000	17330.80861851	2022.55764880
0.25982900	55.00000000	17312.38169552	2020.44152300
0.26082900	55.00000000	17293.95477252	2018.32539720
0.26182900	55.00000000	17275.52784953	2016.20927140
0.26282900	55.00000000	17257.10092653	2014.09314560
0.26382900	55.00000000	17238.67400354	2011.97701980
0.26482900	55.00000000	17220.24708055	2009.86089400
0.26582900	55.00000000	17201.82015755	2007.74476820
0.26682900	55.00000000	17183.39323456	2005.62864240
0.26782900	55.00000000	17164.96631156	2003.51251660
0.26882900	55.00000000	17146.53938857	2001.39639080
0.26982900	55.00000000	17128.11246558	1999.28026500
0.27082900	55.00000000	17109.68554258	1997.16413920
